levelName,p,cost,prevtb,att,igra,tpt,check
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦       ¦   °--Refer for treatment                                                                           ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦       ¦       °--TPT outcomes                                                                              ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦--gets TPT                                                                              ,1,0,0,0,0,1,0
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦   ¦--completed TPT                                                                     ,1,0,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦       ¦           ¦   °--did not complete TPT                                                              ,1,0,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦       ¦           °--does not get  PT                                                                      ,1,0,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦       °--In prison/IRC for <3 months                                                                       ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦           ¦--Remaining in the UK (community or other prison/IRC)                                           ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse            ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦           ¦       °--TPT outcomes                                                                          ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦--gets TPT                                                                          ,1,0,0,0,0,1,0
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦   ¦--completed TPT                                                                 ,1,0,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦           ¦           ¦   °--did not complete TPT                                                          ,1,0,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦           ¦           °--does not get  PT                                                                  ,1,0,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   ¦           °--Early removal scheme or deportation                                                           ,,,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦   ¦   ¦   °--did not Attend                                                                                            ,,,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦   ¦   °--Not referred to NHS TB service                                                                                ,,,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦   °--Normal chest x-ray                                                                                                ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦       ¦--In prison/IRC for >3 months                                                                                   ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦       ¦   °--Refer for treatment                                                                                       ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦       ¦       °--TPT outcomes                                                                                          ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦       ¦           ¦--gets TPT                                                                                          ,1,0,0,0,0,1,0
     ¦   ¦               ¦   ¦       ¦       ¦           ¦   ¦--completed TPT                                                                                 ,1,0,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦       ¦           ¦   °--did not complete TPT                                                                          ,1,0,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦       ¦           °--does not get  PT                                                                                  ,1,0,0,0,0,0,1
     ¦   ¦               ¦   ¦       ¦       °--In prison/IRC for <3 months                                                                                   ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦           ¦--Remaining in the UK (community or other prison/IRC)                                                       ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦           ¦   °--Refer for treatment and forward details to receiving prison/community TB nurse                        ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦           ¦       °--TPT outcomes                                                                                      ,,,0,0,0,0,0
     ¦   ¦               ¦   ¦       ¦           ¦           ¦--gets TPT                                                                                      ,1,0,0,0,0,1,0
     ¦   ¦               ¦   ¦       ¦           ¦           ¦   ¦--completed TPT                                                                             ,1,0,0,0,0,0,1
